PC1,PC2,Cluster
2.9202724370598485,1.3442703505163653,1
3.6874601652475554,1.5243170242163864,2
4.5532935322072285,1.706711490411737,2
4.840265222017974,1.8080425456683753,2
4.929674235664231,1.7853992535157244,2
5.258965091371841,1.7585709994977607,2
5.901622833292922,1.7094213298594805,2
6.391971069852056,1.582480382919759,2
6.425971405395579,1.3685988171481343,2
6.475884715979272,1.1025822499153235,2
6.555809843095741,0.6949764767239749,2
7.141590427894205,0.2703504080340813,2
7.230522625734067,-0.27255752871286126,2
7.038711633592451,-0.6210021346398507,2
6.291283734176469,-1.037388278253075,2
5.815195636358867,-1.303077538239457,2
5.751748305761252,-1.6755431530816258,2
5.2937159248021635,-1.8349144620679918,2
4.930217367803665,-2.0818737767183078,2
3.7280018168397007,-2.0823651833209738,2
3.295813749039249,-2.211713926781403,1
2.6206343667525003,-2.1313700349860003,1
2.7734751625019283,-2.0515594320946784,1
2.4149682897988516,-1.7131687123662385,1
2.268857258555068,1.1362644702027038,1
1.7183498756961435,1.3959746212009583,1
1.5637066443119798,1.4705924454856505,1
2.158647068495575,1.6518638501981746,1
2.7685249907709073,1.8423538217199722,1
3.207835602844349,1.9386687416029664,2
2.989685724420812,1.9762751386387278,1
3.0302870099029238,1.8244924035898535,1
3.3345350727376637,1.5168029264734137,2
3.5696997671020267,1.225317375039706,2
3.8255136374912553,1.0464129974227074,2
4.787764747280879,0.8372741598891879,2
5.494553726773626,0.5207213767900271,2
5.156776198483408,0.15475935102637733,2
5.269750691434995,-0.48720376518938796,2
4.885273156338311,-0.843124381448838,2
4.734551423058724,-1.2236775585604,2
3.8131939780021398,-1.421211218329551,2
3.2305177718536764,-1.620093539538205,2
2.8184113781606843,-1.5069285692919108,1
3.281197048565442,-1.590491547233587,2
3.3408796243040575,-1.5167988528099,2
3.6874216107475606,-1.555416267406274,2
3.729365865026032,-1.3384536875200503,2
3.9494060603112415,1.243531676415687,2
3.96710698596091,1.4488353197722978,2
4.246719381345399,1.6435691475477243,2
4.339336078373865,1.787868605769207,2
4.1266503990385806,1.8574646513505242,2
4.26840389704719,1.7681583851849203,2
3.90706104248011,1.627794852899117,2
3.6184300868401347,1.4257381403557328,2
4.002214292273846,1.2690021779942684,2
4.736658090451881,1.0779605453105126,2
5.675000231627176,0.8931109719738611,2
5.91500761756845,0.602943631057323,2
5.948470601896863,0.17836386531019807,2
5.298752670408167,-0.26671787737671454,2
5.11372866803411,-0.756181450424485,2
4.7288129858048356,-1.0183687785472222,2
5.441491915872247,-1.2016074678711908,2
5.305205088968152,-1.2278988301238494,2
5.201746538389038,-1.3684620743250304,2
4.608846226335919,-1.5386138979786597,2
4.4211991939181745,-1.6925061790802205,2
4.4337310723442345,-1.7395170023629987,2
4.14494235184832,-1.584531597605595,2
3.9541419454938067,-1.3367655387080621,2
3.852708952974248,1.3770958283049506,2
3.7585620895192053,1.468066475058853,2
4.061835488062636,1.6120005796564962,2
4.1754139216935116,1.4993610189174729,2
4.611563399999401,1.754131270499453,2
5.0771001535685905,1.7457172517326551,2
5.518817821285622,1.8617433753622408,2
5.4021373931331595,1.6315464266002384,2
5.16544839513622,1.4524581373768952,2
5.084250669055177,1.001294440014809,2
4.960271386789752,0.6890625904450459,2
4.85396055234151,0.2633311578049453,2
4.260046452118231,0.023699467678787015,2
4.969158104186113,-0.321330709484237,2
4.830925063648672,-0.5627375089563016,2
5.802719977951946,-0.9356347150791939,2
5.285210533010307,-1.2944849586559017,2
4.816487594385106,-1.538199818109157,2
4.162022819165365,-1.649098612666239,2
3.7428573168138577,-1.6855577320937432,2
3.996293598956351,-1.5928187322273966,2
3.8076113697865113,-1.4786005227444026,2
3.6574723015164277,-1.3918895809916656,2
3.3047514714275765,-1.2839991216687952,1
2.894398782223927,1.0495287043377228,1
2.1357753184888666,1.1555302085454435,1
1.5520252010109339,1.2133961736341108,1
